what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1278583871031
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278583871453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278583925312
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1278583947312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278583951312
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278583960453
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1278583960484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278583960937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278583989218
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278583989390
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278584001750
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278584806781
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278584823859
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1278584832390
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278584861640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278584865875
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1278584868468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278584870343
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585047421
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585058203
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585071109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1278585071140
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585072000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585301906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585307750
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1278585308593
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1278585310187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585310265
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openFileSearchPage",1278585310281
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278585313718
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1278585313812
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1278585313859
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1278585318562
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1278585333859
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585333984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585340890
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278585362843
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585442546
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585485859
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1278585524656
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1278585531796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1278585547609
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1278585552171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585555625
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585567609
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1278585567640
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585568156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585600203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585602437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585647062
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278585648859
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1278585650937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585652828
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585661203
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1278585661234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585661640
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585746468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585803312
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585823937
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1278585831328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585831843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585837406
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1278585851953
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1278585852984
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1278585872015
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1278585873203
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278585873265
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278585873265
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.close",1278585873437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1278585876578
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1278585884984
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1278585897656
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278585907203
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585916984
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1278585918515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585918578
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openFileSearchPage",1278585918593
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278585930828
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278585930937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585937703
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585948437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1278585948468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585949453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585951312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278585951656
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278586024796
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1278586032171
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1278586032312
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.open.editor",1278586032343
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278586054296
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1278586054296
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1278586087500
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1278586089718
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1278586090062
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1278586090781
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1278586091718
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586092078
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586092234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586092375
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586092515
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586092687
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586092828
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586092968
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586093093
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586093250
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586093437
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586100203
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586100328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586100453
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586100593
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586100765
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586102500
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586103000
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1278586103031
